URI,Label,Project,Project URI,Item Category,Last Updated,Authorship,Latitude (WGS-84),Longitude (WGS-84),Geospatial note,Early Date (BCE/CE),Late Date (BCE/CE),Context URI,Context (1),Context (2),Context (3),Context (4),Context (5),Context (6),Has anatomical identification [URI],Has anatomical identification [Label],Has Biological Taxonomy [URI],Has Biological Taxonomy [Label],Has physiological sex determination [URI],Has physiological sex determination [Label],Bone Preservation,Bone Box #,Skeletal Area,Bone Catalogue #,Cut/Gnaw Marks?,Common Name,Side,NISP,Part,Element,Date,Distal Fused?,Bucket #,Articulates/Pair with?,Taxon,Principle Author / Analyst,Comments,Proximal Fused?,Notes on Tag,Level,NISP (Number of Identified Specimens),Bp,% Preserved,Locus notes,Age 1,Locus notes 2,GL,Age 2,SD,DD,Bd,Burnt?,Dlv/Blc/Dlt*,Sex,length of spur,link,Pathology?,Sequence #,Field Catalogue #,Bone Preservation 2,DC,Dp,Sequence # 2,Dmv/Bmc/Dmt*,Bp (unfused),GL (prox unfused),Glpe,BFp,GL (approx.),BG,LG,GLP,Hn,SLC,Bd(u),Bd (unfused),BPC,LO (unfused),DPA,SDO,LO,GL (unfused),Bp(u),GL(approx),Bt,Hd,BFd,GB,GH
http://opencontext.org/subjects/1AED95E9-52E2-4EF1-9014-32223748E785,Bone GT-3451,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/E7BADFDF-D3DF-4541-619E-02B0A78768C4,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 1,Seq. SP84037,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,http://eol.org/pages/4445650,Sus scrofa domesticus,,,,Box 5,feet,,,Pig,,,Complete,phalanx 1,2001-06-26 00:00:00,,B4,,Sus scrofa,Sarah W. Kansa,,unfused,,,1.0,,Complete,,,,,,11.6,,14,,,,,,,,B01-93,,,,SP84037,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/B594AE43-538B-44E8-22CD-C68108E5EA29,Bone GT-3081,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/279907A8-5DA1-431D-F219-83C373564A58,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 3,Seq. 89081,,,,,,,,Box 8,,,,,,,,,2002-06-22 00:00:00,,B8,,Unidentified fragments,Sarah W. Kansa,,,ESL,,4.0,,,,,,,,,,,,,,,,,89081.0,B02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/94E3E77D-07CB-439E-DD8B-C49CBFBF7B7B,Bone GT-3083,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/279907A8-5DA1-431D-F219-83C373564A58,Jordan,Petra Great Temple,Upper Temenos,Trench 89,Locus 3,Seq. 89081,http://purl.obolibrary.org/obo/UBERON_0002228,rib,http://eol.org/pages/1642,Mammalia,,,,Box 8,back,,,medium-sized mammal,,,proximal,Rib,2002-06-22 00:00:00,,B8,,medium-sized mammal,Sarah W. Kansa,,,ESL,,1.0,,small fragment- less than 1/4 of complete bone,,,,,,,,,,,,,,,89081.0,B02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/31692A6A-3176-4684-7517-B0BDAC239CDE,Bone GT-2664,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/FD3CE395-04CE-4CD1-B10B-7459FA6CB964,Jordan,Petra Great Temple,Upper Temenos,Trench 83,Locus 9,Seq. 83144,,,http://eol.org/pages/32609438,Sheep/goat,,,,Box 9,feet,,,Sheep or Goat,Left,,proximal shaft fragment,metatarsal,2001-06-24 00:00:00,,B16,,Ovis aries/Capra hircus,Sarah W. Kansa,,,,,1.0,,small fragment- less than 1/4 of complete bone,,,,,,,,,,,,,,,83144.0,B01-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/8AE62706-0CA7-4D84-AB00-D8504F48667D,Bone GT-2685,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/58D778B2-0ED3-4692-14ED-CB63C57143CE,Jordan,Petra Great Temple,Lower Temenos,Trench 17 Part I and Special Project 25,Locus 20,Seq. 17160,,,,,,,,Box 9,,,,,,,,,1995-07-22 00:00:00,,B17021,,Unidentified fragments,Sarah W. Kansa,,,,,3.0,,,,,,,,,,,,,,,,,17160.0,B109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/1B6BD60F-A790-4468-6268-1D73E98F5514,Bone GT-2995,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/86A424C1-9880-4FD7-777F-51195E509733,Jordan,Petra Great Temple,Lower Temenos,Trench 79,Locus 17,Seq. 79288,http://purl.obolibrary.org/obo/UBERON_0000976,humerus,http://eol.org/pages/32609438,Sheep/goat,,,,Box 8,upper forelimb,,,Sheep or Goat,Right,,proximal shaft fragment,humerus,2001-07-12 00:00:00,,B-19,,Ovis aries/Capra hircus,Sarah W. Kansa,,fused,,,1.0,,1/4 of complete bone,,,,,,,,,,,,,,,79288.0,B01-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/6A9BD481-1F43-4A5F-2D11-91EB663FDE76,Bone GT-3469,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/10E2159B-AA22-484D-3AD8-5A944BBE5895,Jordan,Petra Great Temple,Upper Temenos,Special Project 85,Locus 19,Seq. SP85116,,,http://eol.org/pages/32609438,Sheep/goat,,,,Box 5,feet,,,Sheep or Goat,Left,,proximal shaft fragment,metatarsal,2001-07-28 00:00:00,,B-16,,Ovis aries/Capra hircus,Sarah W. Kansa,,,,,1.0,22.4,1/4 of complete bone,,,,,,,,,,,,,,,,B01-145,,,,SP85116,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/49BA94CF-1F24-43DB-D1A9-680AF3586B4A,Bone GT-3279,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/F680F7F4-2B2C-4391-B906-DE373EA6150B,Jordan,Petra Great Temple,Upper Temenos,Trench 84 and Special Project 91,Locus 18,Seq. 84147,http://purl.obolibrary.org/obo/UBERON_0002228,rib,http://eol.org/pages/1642,Mammalia,,,,Box 5,back,,,medium-sized mammal,,,proximal,Rib,2001-07-07 00:00:00,,B16,,medium-sized mammal,Sarah W. Kansa,,unfused,JIF,,1.0,,small fragment- less than 1/4 of complete bone,,,,,,,,,,,,,,,84147.0,B01-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/D8DB08EB-380B-4277-F540-241202E17C49,Bone GT-3280,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/F680F7F4-2B2C-4391-B906-DE373EA6150B,Jordan,Petra Great Temple,Upper Temenos,Trench 84 and Special Project 91,Locus 18,Seq. 84147,http://purl.obolibrary.org/obo/UBERON_0002228,rib,http://eol.org/pages/1642,Mammalia,,,,Box 5,back,,,medium-sized mammal,,,proximal,Rib,2001-07-07 00:00:00,,B16,,medium-sized mammal,Sarah W. Kansa,,unfused,JIF,,1.0,,1/4 of complete bone,,,,,,,,,,,,,,,84147.0,B01-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/0921EA07-F0E0-4784-4EC6-E17482CC4B16,Bone GT-3281,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/F680F7F4-2B2C-4391-B906-DE373EA6150B,Jordan,Petra Great Temple,Upper Temenos,Trench 84 and Special Project 91,Locus 18,Seq. 84147,http://purl.obolibrary.org/obo/UBERON_0002228,rib,http://eol.org/pages/1642,Mammalia,,,,Box 5,back,,,medium-sized mammal,,,proximal,Rib,2001-07-07 00:00:00,,B16,,medium-sized mammal,Sarah W. Kansa,,unfused,JIF,,1.0,,1/4 of complete bone,,,,,,,,,,,,,,,84147.0,B01-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/A9845B74-BE4E-4DA3-54BF-1416E1968873,Bone GT-3282,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/F680F7F4-2B2C-4391-B906-DE373EA6150B,Jordan,Petra Great Temple,Upper Temenos,Trench 84 and Special Project 91,Locus 18,Seq. 84147,http://purl.obolibrary.org/obo/UBERON_0002228,rib,http://eol.org/pages/1642,Mammalia,,,,Box 5,back,,,medium-sized mammal,,,proximal,Rib,2001-07-07 00:00:00,,B16,,medium-sized mammal,Sarah W. Kansa,,fused,JIF,,1.0,,1/4 of complete bone,,,,,,,,,,,,,,,84147.0,B01-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/B891F69F-140C-4AC5-5E84-FAF0B09FA339,Bone GT-3295,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/F680F7F4-2B2C-4391-B906-DE373EA6150B,Jordan,Petra Great Temple,Upper Temenos,Trench 84 and Special Project 91,Locus 18,Seq. 84147,http://purl.obolibrary.org/obo/UBERON_0000976,humerus,http://eol.org/pages/32609438,Sheep/goat,,,,Box 5,upper forelimb,,,Sheep or Goat,Right,,shaft fragment,humerus,2001-07-07 00:00:00,,B16,,Ovis aries/Capra hircus,Sarah W. Kansa,,,JIF,,1.0,,small fragment- less than 1/4 of complete bone,,,,,,,,,,,,,,,84147.0,B01-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/0A3E4DB8-3B65-467E-7D63-A8DADB201F9E,Bone GT-0196,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/F4C16261-9024-41E3-6517-01C8B33FA74D,Jordan,Petra Great Temple,Lower Temenos,Special Project 20,Locus 3,Seq. 2011,,,,,,,,Box 6,,B2001,,,,2.0,,,1995-06-19 00:00:00,,B2,,Unidentified frags,Sarah W. Kansa,,,LP/DB,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/12970E60-7FA1-4F85-C528-D13DED75A4CE,Bone GT-0408,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/7185CF3A-06CF-4545-8F7C-DA05341E56C3,Jordan,Petra Great Temple,Lower Temenos,Special Project 26,Locus 1,Seq. 26005,http://purl.obolibrary.org/obo/UBERON_0003268,tooth of lower jaw,http://eol.org/pages/328647,"Equus asinus Linnaeus, 1758",,,,Box 6,head,B26001,,donkey,,1.0,,mandibular tooth,1995-06-25 00:00:00,,B17,,Equus asinus,Sarah W. Kansa,,,LK,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/5E811411-96B5-43DC-9186-A64A9FCABD8D,Bone GT-0396,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/5CF4123D-085F-401D-44F5-84EB65316BB7,Jordan,Petra Great Temple,Lower Temenos,Special Project 26,Locus 3,Seq. 26005,,,,,,,,Box 6,,B26002,,,,1.0,,,1995-06-25 00:00:00,,B18,,Unidentified frags,Sarah W. Kansa,,,LK,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/B4F00EEE-5278-40C6-179F-30AD6DB4F21E,Bone GT-0379,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/1F259844-7D1C-48DC-B2A4-68C9E40B00DD,Jordan,Petra Great Temple,Lower Temenos,Special Project 26,Locus 3,Seq. 26008,http://purl.obolibrary.org/obo/UBERON_0006967,horn,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",,,,Box 6,head,B26003,,sheep,NA,1.0,body frags,horncore,1995-06-26 00:00:00,,B25,,Ovis aries,Sarah W. Kansa,,,LK,-,,,,,,,,,,,,dark gray partial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/1718FE68-EEF9-40C3-14F1-549D46E5A839,Bone GT-0381,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/1F259844-7D1C-48DC-B2A4-68C9E40B00DD,Jordan,Petra Great Temple,Lower Temenos,Special Project 26,Locus 3,Seq. 26008,,,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",,,2.0,Box 6,feet,B26003,,sheep,Left,1.0,dist shaft,metacarpal,1995-06-26 00:00:00,Yes,B25,GT381 and GT383,Ovis aries,Sarah W. Kansa,,,LK,-,,,,,,,,,,,,dark gray partial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/B29854E8-FEF2-4E5E-4CD6-5F5504674AD9,Bone GT-0382,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/1F259844-7D1C-48DC-B2A4-68C9E40B00DD,Jordan,Petra Great Temple,Lower Temenos,Special Project 26,Locus 3,Seq. 26008,http://purl.obolibrary.org/obo/UBERON_0002395,talus,http://eol.org/pages/328660,"Capra hircus Linnaeus, 1758",,,5.0,Box 6,feet,B26003,,Goat,Left,1.0,COMPLETE,astragalus,1995-06-26 00:00:00,,B25,,Capra hircus,Sarah W. Kansa,,,LK,-,,,,,,,,,,,,dark gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/7E6C3994-E7DE-47EC-B06E-476C4D1F3DB0,Bone GT-0383,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/1F259844-7D1C-48DC-B2A4-68C9E40B00DD,Jordan,Petra Great Temple,Lower Temenos,Special Project 26,Locus 3,Seq. 26008,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",,,5.0,Box 6,feet,B26003,,sheep,,0.0,COMPLETE,phalanx 1,1995-06-26 00:00:00,,B25,GT381 and GT383,Ovis aries,Sarah W. Kansa,,Yes,LK,-,,,,,,,,,,,,dark gray partial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/EE4DB1E0-01A6-426B-96CB-74BAE473BA77,Bone GT-0384,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/1F259844-7D1C-48DC-B2A4-68C9E40B00DD,Jordan,Petra Great Temple,Lower Temenos,Special Project 26,Locus 3,Seq. 26008,,,,,,,,Box 6,,B26003,,,,2.0,,,1995-06-26 00:00:00,,B25,,Unidentified frags,Sarah W. Kansa,,,LK,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/B07912B1-8507-433F-B49C-1EB972793DA5,Bone GT-0214,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C1094C24-B843-4ED0-AAA4-CC25343FE240,Jordan,Petra Great Temple,Lower Temenos,Trench 17 Part I and Special Project 25,Locus 1,Seq. 3004,http://purl.obolibrary.org/obo/UBERON_0003128,cranium,http://eol.org/pages/1642,Mammalia,,,,Box 6,head,B3001,,large mammal,,1.0,palatine frag,cranium,1995-06-24 00:00:00,,B14,,large mammal,Sarah W. Kansa,,,lp,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/0D516712-23EF-4BB8-E8A9-4DEE302FBAEA,Bone GT-0216,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C1094C24-B843-4ED0-AAA4-CC25343FE240,Jordan,Petra Great Temple,Lower Temenos,Trench 17 Part I and Special Project 25,Locus 1,Seq. 3004,http://purl.obolibrary.org/obo/UBERON_0003268,tooth of lower jaw,http://eol.org/pages/32609438,Sheep/goat,,,,Box 6,head,B3001,,Sheep/Goat,NA,1.0,M? frag,mandibular tooth,1995-06-24 00:00:00,,B14,,Ovis aries/Capra hircus,Sarah W. Kansa,,,lp,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/EC851D2F-2A49-4DAE-92B5-EB51A2C04DE5,Bone GT-0217,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C1094C24-B843-4ED0-AAA4-CC25343FE240,Jordan,Petra Great Temple,Lower Temenos,Trench 17 Part I and Special Project 25,Locus 1,Seq. 3004,,,,,,,,Box 6,,B3001,,,,10.0,,,1995-06-24 00:00:00,,B14,,Unidentified frags,Sarah W. Kansa,,,lp,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/8E279A73-F68F-479C-807B-52CB1658ED2F,Bone GT-2657,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/F7937CD9-A449-40CE-2F65-0939DFD43A2B,Jordan,Petra Great Temple,Lower Temenos,Trench 17 Part I and Special Project 25,Locus 1,Seq. 3010,http://purl.obolibrary.org/obo/UBERON_0001474,bone,http://eol.org/pages/1642,Mammalia,,,1.0,Box 9,,B20,,medium-sized mammal,,1.0,shaft frag,long bone,1995-06-25 00:00:00,,B25100,,medium-sized mammal,Sarah W. Kansa,"worled- 5mm wide hole drilled through shaft, edges polished/rounded",,,,,,,,,,,,,,,worked- see Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/5A4363D1-3D70-4030-32B4-95DA0C239B2C,Bone GT-0283,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/05D809C6-11D9-4456-BE7C-35112B166D89,Jordan,Petra Great Temple,Lower Temenos,Trench 17 Part I and Special Project 25,Locus 1,Seq. 3023,,,http://eol.org/pages/7678,Artiodactyla,,,1.0,Box 6,feet,B3003,,medium-sized ungulate,Left,1.0,prox shaft frag,metacarpal,1995-06-25 00:00:00,,B19,,medium-sized ungulate,Sarah W. Kansa,,,lp,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/296D8C09-F0BE-4C93-8D28-8A09EA039206,Bone GT-0284,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/05D809C6-11D9-4456-BE7C-35112B166D89,Jordan,Petra Great Temple,Lower Temenos,Trench 17 Part I and Special Project 25,Locus 1,Seq. 3023,http://purl.obolibrary.org/obo/UBERON_0001450,calcaneus,http://eol.org/pages/328660,"Capra hircus Linnaeus, 1758",,,4.0,Box 6,feet,B3003,"two deep hacks on lateral side, near where head broke off",Goat,Right,1.0,dist,calcaneus,1995-06-25 00:00:00,,B19,,Capra hircus,Sarah W. Kansa,,,lp,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/7AB9E763-EA73-4DFD-8876-87D0212B6696,Bone GT-0285,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/05D809C6-11D9-4456-BE7C-35112B166D89,Jordan,Petra Great Temple,Lower Temenos,Trench 17 Part I and Special Project 25,Locus 1,Seq. 3023,http://purl.obolibrary.org/obo/UBERON_0000976,humerus,,,,,3.0,Box 6,upper forelimb,B3003,,small mammal/bird,,1.0,prox shaft,humerus,1995-06-25 00:00:00,,B19,,small mammal/bird,Sarah W. Kansa,,NO,lp,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/0176A7DD-8FE6-4DE9-9668-ECF6DA6E31EB,Bone GT-0286,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/05D809C6-11D9-4456-BE7C-35112B166D89,Jordan,Petra Great Temple,Lower Temenos,Trench 17 Part I and Special Project 25,Locus 1,Seq. 3023,http://purl.obolibrary.org/obo/UBERON_0006967,horn,http://eol.org/pages/328660,"Capra hircus Linnaeus, 1758",,,,Box 6,head,B3003,,Goat,Right,1.0,body frag,horncore,1995-06-25 00:00:00,,B19,,Capra hircus,Sarah W. Kansa,,,lp,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/2D0D6D55-5E45-4BB1-9CFC-61B03A555982,Bone GT-0287,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/05D809C6-11D9-4456-BE7C-35112B166D89,Jordan,Petra Great Temple,Lower Temenos,Trench 17 Part I and Special Project 25,Locus 1,Seq. 3023,,,,,,,,Box 6,,B3003,,,,1.0,,,1995-06-25 00:00:00,,B19,,Unidentified frags,Sarah W. Kansa,,,lp,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/470D9829-B250-45FF-D224-A26BD7022ADC,Bone GT-0410,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/80A74E34-0DB9-4BE9-68E1-7B1F42085C44,Jordan,Petra Great Temple,Lower Temenos,Trench 17 Part I and Special Project 25,Locus 2,Seq. 17008,,,,,,,,Box 6,,B17001,,,,2.0,,,1995-06-30 00:00:00,,B32,,Unidentified frags,Sarah W. Kansa,,,LP/FR,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/5153009F-3BE0-456B-639F-48D614283053,Bone GT-3163,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/A8DA3C45-B845-42FD-A48F-0B07E7048302,Jordan,Petra Great Temple,Lower Temenos,Trench 79,Locus 1,Seq. 79004,,,,,,,,Box 8,,B01-9,,,,23.0,,,1969-12-31 16:00:00,,B-1,,Unidentified frags,Sarah W. Kansa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
