URI,Label,Project,Project URI,Item Category,Last Updated,Authorship,Latitude (WGS-84),Longitude (WGS-84),Geospatial note,Early Date (BCE/CE),Late Date (BCE/CE),Context URI,Context (1),Context (2),Context (3),Context (4),Context (5),Context (6),Has anatomical identification [URI],Has anatomical identification [Label],Has Biological Taxonomy [URI],Has Biological Taxonomy [Label],Has physiological sex determination [URI],Has physiological sex determination [Label],Bone Preservation,Bone Box #,Skeletal Area,Bone Catalogue #,Cut/Gnaw Marks?,Common Name,Side,NISP,Part,Element,Date,Distal Fused?,Bucket #,Articulates/Pair with?,Taxon,Principle Author / Analyst,Comments,Proximal Fused?,Notes on Tag,Level,NISP (Number of Identified Specimens),Bp,% Preserved,Locus notes,Age 1,Locus notes 2,GL,Age 2,SD,DD,Bd,Burnt?,Dlv/Blc/Dlt*,Sex,length of spur,link,Pathology?,Sequence #,Field Catalogue #,Bone Preservation 2,DC,Dp,Sequence # 2,Dmv/Bmc/Dmt*,Bp (unfused),GL (prox unfused),Glpe,BFp,GL (approx.),BG,LG,GLP,Hn,SLC,Bd(u),Bd (unfused),BPC,LO (unfused),DPA,SDO,LO,GL (unfused),Bp(u),GL(approx),Bt,Hd,BFd,GB,GH
http://opencontext.org/subjects/91FB33E9-C238-480F-24DB-7D920E529AA8,Bone GT-0645,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,http://eol.org/pages/4445650,Sus scrofa domesticus,,,3.0,Box 2,head,B9,,Pig,Right,1.0,diastema and dp3-dp4,mandible,2001-06-27 00:00:00,,B01-31,,Sus scrofa,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,dp3 and dp4 both present and completely unworn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/944268CE-1A11-4C26-5489-06C1E5B3B9F1,Bone GT-0646,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0001450,calcaneus,http://eol.org/pages/328660,"Capra hircus Linnaeus, 1758",,,5.0,Box 2,feet,B9,,Goat,Right,1.0,COMPLETE,calcaneus,2001-06-27 00:00:00,,B01-31,,Capra hircus,Sarah W. Kansa,"this context is unique, with many young animals",NO,-,-,,,,,"newborn- not well formed, light and porous",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/C421CA80-3030-48FE-59CA-A5C61D0E175F,Bone GT-0647,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,http://eol.org/pages/32609438,Sheep/goat,,,3.0,Box 2,upper hindlimb,B9,,Sheep/Goat,Left,1.0,dist shaft,tibia,2001-06-27 00:00:00,NO,B01-31,,Ovis aries/Capra hircus,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,"very young- porous artic area, eroding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/0E4DEDE3-6500-487D-8796-38171B4A300F,Bone GT-0648,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",,,5.0,Box 2,feet,B9,,sheep,,1.0,COMPLETE,phalanx 1,2001-06-27 00:00:00,,B01-31,,Ovis aries,Sarah W. Kansa,"this context is unique, with many young animals",Yes,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/11CD4AE9-4BB1-41DA-E3A7-4DE9B4A0C884,Bone GT-0649,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,,,http://eol.org/pages/4445650,Sus scrofa domesticus,,,5.0,Box 2,feet,B9,,Pig,Right,1.0,mtIII,metatarsal,2001-06-27 00:00:00,Yes,B01-31,GT-0649 and 0650,Sus scrofa,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/94AB9E70-CCE9-4ED9-1198-C515970A90FF,Bone GT-0650,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,,,http://eol.org/pages/4445650,Sus scrofa domesticus,,,3.0,Box 2,feet,B9,,Pig,Right,0.0,"mtIV, prox shaft",metatarsal,2001-06-27 00:00:00,,B01-31,GT-0649 and 0650,Sus scrofa,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/CEEC4587-2AAE-497B-4781-378285C085C0,Bone GT-0651,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0000976,humerus,http://eol.org/pages/4445650,Sus scrofa domesticus,,,2.0,Box 2,upper forelimb,B9,,Pig,Right,1.0,shaft-cylinder,humerus,2001-06-27 00:00:00,,B01-31,,Sus scrofa,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/502D5491-B4F0-4E97-C43B-B09372CA744D,Bone GT-0652,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,http://eol.org/pages/4445650,Sus scrofa domesticus,,,2.0,Box 2,upper hindlimb,B9,,Pig,Right,1.0,dist shaft,tibia,2001-06-27 00:00:00,Yes,B01-31,,Sus scrofa,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/C23BBA6C-2868-4238-9E19-ABB1A5A52541,Bone GT-0653,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0002395,talus,http://eol.org/pages/4445650,Sus scrofa domesticus,,,3.0,Box 2,feet,B9,,Pig,Right,1.0,lateral frag,astragalus,2001-06-27 00:00:00,,B01-31,,Sus scrofa,Sarah W. Kansa,badly eroded,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/5EE0E166-1651-40C9-6CE6-E63FDCA9C167,Bone GT-0654,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0002397,maxilla,http://eol.org/pages/32609438,Sheep/goat,,,,Box 2,head,B9,,Sheep/Goat,Left,1.0,w/dp4,maxilla,2001-06-27 00:00:00,,B01-31,,Ovis aries/Capra hircus,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,just beginning to wear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/621AC5D9-D9A0-4E14-EC90-D3192F5113F2,Bone GT-0655,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,http://eol.org/pages/32609438,Sheep/goat,,,4.0,Box 2,head,B9,diastema broken off,Sheep/Goat,Right,1.0,"nC, w/dp2, dp4 frag, M1 (diastema broken off)",mandible,2001-06-27 00:00:00,,B01-31,GT-0655 to 0656,Ovis aries/Capra hircus,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,M1=4,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/678821D9-4E8C-4E5E-E4C9-982E87BDF2AA,Bone GT-0656,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,http://eol.org/pages/32609438,Sheep/goat,,,4.0,Box 2,head,B9,,Sheep/Goat,Left,0.0,"horiz ramus, w/dp4-M1",mandible,2001-06-27 00:00:00,,B01-31,GT-0655 to 0656,Ovis aries/Capra hircus,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,dp4=12;M1=3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/A721BC46-A707-4DC4-BD4D-DE5FE13629D2,Bone GT-0657,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0003128,cranium,http://eol.org/pages/4445650,Sus scrofa domesticus,,,1.0,Box 2,head,B9,,Pig,Right,1.0,occipital frag (styloid process),cranium,2001-06-27 00:00:00,,B01-31,,Sus scrofa,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/5400DDBB-E55F-4AC7-8A98-3570A053863F,Bone GT-0658,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0003128,cranium,http://eol.org/pages/4445650,Sus scrofa domesticus,,,1.0,Box 2,head,B9,,Pig,,1.0,zygomatic,cranium,2001-06-27 00:00:00,,B01-31,,Sus scrofa,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/47CF64E1-E0B8-4BD2-0961-9AD430E3B06B,Bone GT-0659,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-22,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0001272,innominate bone,http://eol.org/pages/4445650,Sus scrofa domesticus,,,1.0,Box 2,upper hindlimb,B9,,Pig,Left,1.0,isch frag,innominate,2001-06-27 00:00:00,,B01-31,,Sus scrofa,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,"young- porous, and unfused tuberosity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/1F8CF583-0BB8-4B65-550A-8E590456897B,Bone GT-0660,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0002414,lumbar vertebra,http://eol.org/pages/1642,Mammalia,,,4.0,Box 2,back,B9,,medium-sized mammal,,1.0,arch and frag of centrum,vertebra/lumbar,2001-06-27 00:00:00,,B01-31,,medium-sized mammal,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,spine is curving over to the left side of the body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/E9C0743D-7555-47F7-C246-A01F95408D9F,Bone GT-0661,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0002414,lumbar vertebra,http://eol.org/pages/1642,Mammalia,,,2.0,Box 2,back,B9,,med-lg mammal,,1.0,centrum,vertebra/lumbar,2001-06-27 00:00:00,NO,B01-31,,med-lg mammal,Sarah W. Kansa,"this context is unique, with many young animals",NO,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/C9ED6EC8-3466-4F1E-7792-060513BC83A9,Bone GT-0662,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0002414,lumbar vertebra,http://eol.org/pages/1642,Mammalia,,,4.0,Box 2,back,B9,,medium-sized mammal,,1.0,nc,vertebra/lumbar,2001-06-27 00:00:00,NO,B01-31,,medium-sized mammal,Sarah W. Kansa,"this context is unique, with many young animals",NO,-,-,,,,,very young- centrum just recently fused together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/FD605D31-C918-40FC-A88A-C909E22DD89B,Bone GT-0663,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0002414,lumbar vertebra,http://eol.org/pages/1642,Mammalia,,,2.0,Box 2,back,B9,,med-lg mammal,,1.0,centrum and arch frag,vertebra/lumbar,2001-06-27 00:00:00,NO,B01-31,,med-lg mammal,Sarah W. Kansa,"this context is unique, with many young animals",NO,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/7321A605-EF43-40DE-4C3F-6C528068ABC4,Bone GT-0664,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0006849,scapula,http://eol.org/pages/1642,Mammalia,,,1.0,Box 2,upper forelimb,B9,,medium-sized mammal,Right,1.0,body frag,scapula,2001-06-27 00:00:00,,B01-31,,medium-sized mammal,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/997EEDFD-6777-448B-B94A-A4F3C2AB2105,Bone GT-0666,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0002347,thoracic vertebra,http://eol.org/pages/1642,Mammalia,,,2.0,Box 2,back,B9,,medium-sized mammal,,1.0,arch and spine,vertebra/thoracic,2001-06-27 00:00:00,,B01-31,,medium-sized mammal,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/16A03DFD-B8DD-49C5-2464-D14370DE73BF,Bone GT-0667,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0002228,rib,http://eol.org/pages/1642,Mammalia,,,3.0,Box 2,back,B9,three deep chops at neck and one long slice about 1/4 of the way down body,med-lg mammal,,1.0,prox,Rib,2001-06-27 00:00:00,,B01-31,,med-lg mammal,Sarah W. Kansa,"this context is unique, with many young animals",NO,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/CAED635D-6F98-4953-8BB1-6D562F7DB85F,Bone GT-0668,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0002228,rib,http://eol.org/pages/1642,Mammalia,,,4.0,Box 2,back,B9,"numerous v-shaped deep slices in one area on middle of body, on cranial edge",medium-sized mammal,,1.0,nc,Rib,2001-06-27 00:00:00,,B01-31,,medium-sized mammal,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/AF472A4B-4A38-4852-16E1-7E6E47F4B31D,Bone GT-0669,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0002228,rib,http://eol.org/pages/1642,Mammalia,,,1.0,Box 2,back,B9,,medium-sized mammal,,1.0,prox,Rib,2001-06-27 00:00:00,,B01-31,,medium-sized mammal,Sarah W. Kansa,"this context is unique, with many young animals",NO,-,-,,,,,,,,,,,,one small bnt area at neck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/17CD1171-DCA0-46FF-9D8A-CAA90E2AC55D,Bone GT-0670,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0002228,rib,http://eol.org/pages/1642,Mammalia,,,1.0,Box 2,back,B9,"four long slices on body, one which cut through bone",medium-sized mammal,,1.0,body frag,Rib,2001-06-27 00:00:00,,B01-31,,medium-sized mammal,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/DC846A19-E820-4E65-D8A8-36A54B486185,Bone GT-0678,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,http://eol.org/pages/1049263,"Gallus gallus (Linnaeus, 1758)",,,3.0,Box 2,upper hindlimb,B9,,Chicken,Left,1.0,dist shaft,tibia,2001-06-27 00:00:00,Yes,B01-31,,Gallus gallus,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/DCE17D06-8B68-4958-0633-6882291B14E8,Bone GT-0679,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0004743,coracoid bone,http://eol.org/pages/1049263,"Gallus gallus (Linnaeus, 1758)",,,4.0,Box 2,,B9,,Chicken,Left,1.0,dist shaft,coracoid,2001-06-27 00:00:00,,B01-31,,Gallus gallus,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/AADE53E3-B2FF-4396-3D74-D0CD4C7B8C42,Bone GT-0680,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0000976,humerus,http://eol.org/pages/1049263,"Gallus gallus (Linnaeus, 1758)",,,3.0,Box 2,upper forelimb,B9,,Chicken,Right,1.0,shaft,humerus,2001-06-27 00:00:00,,B01-31,,Gallus gallus,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/0743549F-F47A-4DC3-929D-9B89E28C1AB1,Bone GT-0681,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Animal Bone,2014-07-23,Sarah W. Kansa,30.328700000000000000000,35.442100000000000000000,Best available location data,-200,360,http://opencontext.org/subjects/C8283794-111C-4428-9065-C4CF85E352B2,Jordan,Petra Great Temple,Upper Temenos,Special Project 84,Locus 2,Seq. SP84081,http://purl.obolibrary.org/obo/UBERON_0006849,scapula,http://eol.org/pages/1049263,"Gallus gallus (Linnaeus, 1758)",,,2.0,Box 2,upper forelimb,B9,,Chicken,Left,1.0,dist shaft,scapula,2001-06-27 00:00:00,,B01-31,,Gallus gallus,Sarah W. Kansa,"this context is unique, with many young animals",,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
